Rank,Infinitiv,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präsens_wir,Präsens_ihr,Präsens_Sie,Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*
1699,beanspruchen,beanspruche,beanspruchst,beansprucht,,,,beanspruchte,beansprucht,beanspruchte,beanspruche,,,beansprucht,,haben,
1700,vernehmen,vernehme,vernimmst,vernimmt,,,,vernahm,vernommen,vernähme,vernimm,,,vernehmt,,haben,
1701,gutmachen,mache gut,machst gut,macht gut,,,,machte gut,gutgemacht,machte gut,mach gut,mache gut,,macht gut,,haben,
1702,anliegen,liege an,liegst an,liegt an,,,,lag an,angelegen,läge an,lieg an,liege an,,liegt an,,haben,sein
1703,abdecken,decke ab,deckst ab,deckt ab,,,,deckte ab,abgedeckt,deckte ab,deck ab,decke ab,,deckt ab,,haben,
1704,verhelfen,verhelfe,verhilfst,verhilft,,,,verhalf,verholfen,verhälfe,verhilf,,,verhelft,,haben,
1705,erklingen,erklinge,erklingst,erklingt,,,,erklang,erklungen,erklänge,erkling,erklinge,,erklingt,,sein,
1706,zumuten,mute zu,mutest zu,mutet zu,,,,mutete zu,zugemutet,mutete zu,mut zu,mute zu,,mutet zu,,haben,
1707,verabscheuen,verabscheue,verabscheust,verabscheut,,,,verabscheute,verabscheut,verabscheute,verabscheu,verabscheue,,verabscheut,,haben,
1708,abwerfen,werfe ab,wirfst ab,wirft ab,,,,warf ab,abgeworfen,würfe ab,wirf ab,,,werft ab,,haben,
1709,rekrutieren,rekrutiere,rekrutierst,rekrutiert,,,,rekrutierte,rekrutiert,rekrutierte,rekrutiere,rekrutier,,rekrutiert,,haben,
1710,nachweisen,weise nach,weist nach,weist nach,,,,wies nach,nachgewiesen,wiese nach,weise nach,,,weist nach,,haben,
1711,demonstrieren,demonstriere,demonstrierst,demonstriert,,,,demonstrierte,demonstriert,demonstrierte,demonstriere,demonstrier,,demonstriert,,haben,
1712,auskennen,kenne aus,kennst aus,kennt aus,,,,kannte aus,ausgekannt,kennte aus,kenn aus,kenne aus,,kennt aus,,haben,
1713,furzen,furze,furzt,furzt,,,,furzte,gefurzt,furzte,furze,furz,,furzt,,haben,
1714,fortgehen,gehe fort,gehst fort,geht fort,,,,ging fort,fortgegangen,ginge fort,geh fort,gehe fort,,geht fort,,sein,
1715,spalten,spalte,spaltest,spaltet,,,,spaltete,gespalten,spaltete,spalte,,,spaltet,,haben,
1716,bewältigen,bewältige,bewältigst,bewältigt,,,,bewältigte,bewältigt,bewältigte,bewältige,,,bewältigt,,haben,
1717,steinen,steine,steinst,steint,,,,steinte,gesteint,steinte,stein,steine,,steint,,haben,
1718,abladen,lade ab,lädst ab,lädt ab,,,,lud ab,abgeladen,lüde ab,lade ab,,,ladet ab,,haben,
1719,auffressen,fresse auf,frisst auf,frisst auf,,,,fraß auf,aufgefressen,fräße auf,friss auf,,,fresst auf,,haben,
1720,durchatmen,atme durch,atmest durch,atmet durch,,,,atmete durch,durchgeatmet,atmete durch,atme durch,,,atmet durch,,haben,
1721,imitieren,imitiere,imitierst,imitiert,,,,imitierte,imitiert,imitierte,imitiere,imitier,,imitiert,,haben,
1722,versohlen,versohle,versohlst,versohlt,,,,versohlte,versohlt,versohlte,versohl,versohle,,versohlt,,haben,
1723,motivieren,motiviere,motivierst,motiviert,,,,motivierte,motiviert,motivierte,motiviere,motivier,,motiviert,,haben,
1724,verringern,verringere,verringerst,verringert,,,,verringerte,verringert,verringerte,verringere,,,verringert,,haben,
1725,ausspionieren,spioniere aus,spionierst aus,spioniert aus,,,,spionierte aus,ausspioniert,spionierte aus,spionier aus,spioniere aus,,spioniert aus,,haben,
1726,schocken,schocke,schockst,schockt,,,,schockte,geschockt,schockte,schocke,,,schockt,,haben,
1727,massieren,massiere,massierst,massiert,,,,massierte,massiert,massierte,massiere,massier,,massiert,,haben,
1728,schlingen,schlinge,schlingst,schlingt,,,,schlang,geschlungen,schlänge,schlinge,schling,,schlingt,,haben,
1729,hinhalten,halte hin,hältst hin,hält hin,,,,hielt hin,hingehalten,hielte hin,halt hin,halte hin,,haltet hin,,haben,
1730,durchfallen,falle durch,fällst durch,fällt durch,,,,fiel durch,durchgefallen,fiele durch,falle durch,,,fallt durch,,sein,
1731,misstrauen,misstraue,misstraust,misstraut,,,,misstraute,misstraut,misstraute,misstraue,,,misstraut,,haben,
1732,beben,bebe,bebst,bebt,,,,bebte,gebebt,bebte,bebe,,,bebt,,haben,
1733,erbauen,erbaue,erbaust,erbaut,,,,erbaute,erbaut,erbaute,erbaue,,,erbaut,erbauet,haben,
1734,surfen,surfe,surfst,surft,,,,surfte,gesurft,surfte,surfe,surf,,surft,,haben,
1735,vorlegen,lege vor,legst vor,legt vor,,,,legte vor,vorgelegt,legte vor,leg vor,lege vor,,legt vor,,haben,
1736,überfordern,überfordere,überforderst,überfordert,,,,überforderte,überfordert,überforderte,überfordere,,,überfordert,,haben,
1737,verstopfen,verstopfe,verstopfst,verstopft,,,,verstopfte,verstopft,verstopfte,verstopf,verstopfe,,verstopft,,haben,
1738,behüten,behüte,behütest,behütet,,,,behütete,behütet,behütete,behüt,behüte,,behütet,,haben,
1739,entlasten,entlaste,entlastest,entlastet,,,,entlastete,entlastet,entlastete,entlast,entlaste,,entlastet,,haben,
1740,adoptieren,adoptiere,adoptierst,adoptiert,,,,adoptierte,adoptiert,adoptierte,adoptiere,adoptier,,adoptiert,,haben,
1741,anklopfen,klopfe an,klopfst an,klopft an,,,,klopfte an,angeklopft,klopfte an,klopf an,klopfe an,,klopft an,,haben,
1742,verlocken,verlocke,verlockst,verlockt,,,,verlockte,verlockt,verlockte,verlock,verlocke,,verlockt,,haben,
1743,krepieren,krepiere,krepierst,krepiert,,,,krepierte,krepiert,krepierte,krepiere,krepier,,krepiert,,sein,
1744,anführen,führe an,führst an,führt an,,,,führte an,angeführt,führte an,führ an,führe an,,führt an,,haben,
1745,lindern,lindere,linderst,lindert,,,,linderte,gelindert,linderte,linder,lindre,,lindert,,haben,
1746,flanken,flanke,flankst,flankt,,,,flankte,geflankt,flankte,flank,flanke,,flankt,,haben,
1747,ausmessen,messe aus,misst aus,misst aus,,,,maß aus,ausgemessen,mäße aus,miss aus,,,messt aus,,haben,
1748,zerfallen,zerfalle,zerfällst,zerfällt,,,,zerfiel,zerfallen,zerfiele,zerfalle,zerfall,,zerfallt,,sein,
1749,verleugnen,verleugne,verleugnest,verleugnet,,,,verleugnete,verleugnet,verleugnete,verleugne,,,verleugnet,,haben,
1750,zulegen,lege zu,legst zu,legt zu,,,,legte zu,zugelegt,legte zu,leg zu,lege zu,,legt zu,,haben,
1751,labern,labere,laberst,labert,,,,laberte,gelabert,laberte,labere,laber,,labert,,haben,
1752,verlangsamen,verlangsame,verlangsamst,verlangsamt,,,,verlangsamte,verlangsamt,verlangsamte,verlangsame,,,verlangsamt,,haben,
1753,aushelfen,helfe aus,hilfst aus,hilft aus,,,,half aus,ausgeholfen,hülfe aus,hilf aus,,,helft aus,,haben,
1754,umleiten,leite um,leitest um,leitet um,,,,leitete um,umgeleitet,leitete um,leit um,leite um,,leitet um,,haben,
1755,verzögern,verzögere,verzögerst,verzögert,,,,verzögerte,verzögert,verzögerte,verzöger,verzögere,,verzögert,,haben,
1756,einspringen,springe ein,springst ein,springt ein,,,,sprang ein,eingesprungen,spränge ein,spring ein,springe ein,,springt ein,,sein,
1757,schöpfen,schöpfe,schöpfst,schöpft,,,,schöpfte,geschöpft,schöpfte,schöpfe,schöpf,,schöpft,,haben,
1758,glühen,glühe,glühst,glüht,,,,glühte,geglüht,glühte,glühe,glüh,,glüht,glühet,haben,
1759,verwüsten,verwüste,verwüstest,verwüstet,,,,verwüstete,verwüstet,verwüstete,verwüste,,,verwüstet,,haben,
1760,verstreuen,verstreue,verstreust,verstreut,,,,verstreute,verstreut,verstreute,verstreu,verstreue,,verstreut,,haben,
1761,tolerieren,toleriere,tolerierst,toleriert,,,,tolerierte,toleriert,tolerierte,tolerier,toleriere,,toleriert,,haben,
1762,sortieren,sortiere,sortierst,sortiert,,,,sortierte,sortiert,sortierte,sortiere,sortier,,sortiert,,haben,
1763,krallen,kralle,krallst,krallt,,,,krallte,gekrallt,krallte,krall,kralle,,krallt,,haben,
1764,umsetzen,setze um,setzt um,setzt um,,,,setzte um,umgesetzt,setzte um,setze um,,,setzt um,,haben,
1765,ereignen,-,-,ereignet,,,,ereignete,ereignet,ereignete,-,,,-,,haben,
1766,attackieren,attackiere,attackierst,attackiert,,,,attackierte,attackiert,attackierte,attackiere,attackier,,attackiert,,haben,
1767,stationieren,stationiere,stationierst,stationiert,,,,stationierte,stationiert,stationierte,stationiere,stationier,,stationiert,,haben,
1768,klonen,klone,klonst,klont,,,,klonte,geklont,klonte,klone,,,klont,,haben,
1769,nähren,nähre,nährst,nährt,,,,nährte,genährt,nährte,nähr,nähre,,nährt,,haben,
1770,hereinkommen,komme herein,kommst herein,kommt herein,,,,kam herein,hereingekommen,käme herein,komm herein,,,kommt herein,,sein,
1771,zerlegen,zerlege,zerlegst,zerlegt,,,,zerlegte,zerlegt,zerlegte,zerleg,zerlege,,zerlegt,,haben,
1772,schwängern,schwängere,schwängerst,schwängert,,,,schwängerte,geschwängert,schwängerte,schwängere,,,schwängert,,haben,
1773,aufrufen,rufe auf,rufst auf,ruft auf,,,,rief auf,aufgerufen,riefe auf,ruf auf,rufe auf,,ruft auf,,haben,
1774,abdrehen,drehe ab,drehst ab,dreht ab,,,,drehte ab,abgedreht,drehte ab,dreh ab,drehe ab,,dreht ab,,haben,
1775,gleiten,gleite,gleitest,gleitet,,,,glitt,geglitten,glitte,gleit,gleite,,gleitet,,sein,
1776,hallen,-,-,hallt,,,,hallte,gehallt,hallte,-,,,-,,haben,
1777,winseln,winsele,winselst,winselt,,,,winselte,gewinselt,winselte,winsel,winsle,,winselt,,haben,
1778,verpacken,verpacke,verpackst,verpackt,,,,verpackte,verpackt,verpackte,verpacke,verpack,,verpackt,verpacket,haben,
1779,schwärmen,schwärme,schwärmst,schwärmt,,,,schwärmte,geschwärmt,schwärmte,schwärme,schwärm,,schwärmt,,haben,
1780,abfinden,finde ab,findest ab,findet ab,,,,fand ab,abgefunden,fände ab,finde ab,,,findet ab,,haben,
1781,freisetzen,setze frei,setzt frei,setzt frei,,,,setzte frei,freigesetzt,setzte frei,setz frei,setze frei,,setzt frei,,haben,
1782,versöhnen,versöhne,versöhnst,versöhnt,,,,versöhnte,versöhnt,versöhnte,versöhne,versöhn,,versöhnt,,haben,
1783,shoppen,shoppe,shoppst,shoppt,,,,shoppte,geshoppt,shoppte,shoppe,shopp,,shoppt,,haben,
1784,vorliegen,-,-,liegt vor,,,,lag vor,vorgelegen,läge vor,-,,,-,,haben,sein
1785,streiken,streike,streikst,streikt,,,,streikte,gestreikt,streikte,streik,streike,,streikt,,haben,
1786,adeln,adele,adelst,adelt,,,,adelte,geadelt,adelte,adele,,,adelt,,haben,
1787,formulieren,formuliere,formulierst,formuliert,,,,formulierte,formuliert,formulierte,formuliere,formulier,,formuliert,,haben,
1788,basteln,bastle,bastelst,bastelt,,,,bastelte,gebastelt,bastelte,bastel,,,bastelt,,haben,
1789,abblasen,blase ab,bläst ab,bläst ab,,,,blies ab,abgeblasen,bliese ab,blas ab,blase ab,,blast ab,,haben,
1790,fixieren,fixiere,fixierst,fixiert,,,,fixierte,fixiert,fixierte,fixiere,fixier,,fixiert,,haben,
1791,bevorstehen,-,-,steht bevor,,,,stand bevor,bevorgestanden,stände bevor,-,,,-,,haben,
1792,fixen,fixe,fixt,fixt,,,,fixte,gefixt,fixte,fix,,,fixt,,haben,
1793,ablassen,lasse ab,lässt ab,lässt ab,,,,ließ ab,abgelassen,ließe ab,lass ab,lasse ab,,lasst ab,,haben,
1794,absichern,sichere ab,sicherst ab,sichert ab,,,,sicherte ab,abgesichert,sicherte ab,sichere ab,,,sichert ab,,haben,
1795,einberufen,berufe ein,berufst ein,beruft ein,,,,berief ein,einberufen,beriefe ein,beruf ein,berufe ein,,beruft ein,,haben,
1796,überziehen,ziehe über,ziehst über,zieht über,,,,zog über,übergezogen,zöge über,zieh über,,,zieht über,,haben,
1797,einlösen,löse ein,löst ein,löst ein,,,,löste ein,eingelöst,löste ein,lös ein,löse ein,,löst ein,,haben,
1798,abbekommen,bekomme ab,bekommst ab,bekommt ab,,,,bekam ab,abbekommen,bekäme ab,bekomm ab,bekomme ab,,bekommt ab,,haben,
1799,listen,liste,listest,listet,,,,listete,gelistet,listete,list,liste,,listet,,haben,
1800,ausrutschen,rutsche aus,rutschst aus,rutscht aus,,,,rutschte aus,ausgerutscht,rutschte aus,rutsch aus,rutsche aus,,rutscht aus,,sein,
1801,experimentieren,experimentiere,experimentierst,experimentiert,,,,experimentierte,experimentiert,experimentierte,experimentier,experimentiere,,experimentiert,,haben,
1802,abbrennen,brenne ab,brennst ab,brennt ab,,,,brannte ab,abgebrannt,brennte ab,brenn ab,brenne ab,,brennt ab,,haben,
1803,ertappen,ertappe,ertappst,ertappt,,,,ertappte,ertappt,ertappte,ertapp,ertappe,,ertappt,,haben,
1804,tätowieren,tätowiere,tätowierst,tätowiert,,,,tätowierte,tätowiert,tätowierte,tätowiere,tätowier,,tätowiert,,haben,
1805,gefrieren,gefriere,gefrierst,gefriert,,,,gefror,gefroren,gefröre,gefrier,gefriere,,gefriert,,sein,
1806,verrecken,verrecke,verreckst,verreckt,,,,verreckte,verreckt,verreckte,verrecke,verreck,,verreckt,,sein,
1807,gären,gäre,gärst,gärt,,,,gor,gegoren,göre,gäre,,,gärt,,haben,sein
1808,spezialisieren,spezialisiere,spezialisierst,spezialisiert,,,,spezialisierte,spezialisiert,spezialisierte,spezialisier,spezialisiere,,spezialisiert,,haben,
1809,verzerren,verzerre,verzerrst,verzerrt,,,,verzerrte,verzerrt,verzerrte,verzerr,verzerre,,verzerrt,,haben,
1810,verheilen,-,-,verheilt,,,,verheilte,verheilt,verheilte,-,,,-,,sein,
1811,grunzen,grunze,grunzt,grunzt,,,,grunzte,gegrunzt,grunzte,grunz,grunze,,grunzt,,haben,
1812,herauskommen,komme heraus,kommst heraus,kommt heraus,,,,kam heraus,herausgekommen,käme heraus,komm heraus,,,kommt heraus,,sein,
1813,reimen,reime,reimst,reimt,,,,reimte,gereimt,reimte,reime,,,reimt,,haben,
1814,beschmutzen,beschmutze,beschmutzt,beschmutzt,,,,beschmutzte,beschmutzt,beschmutzte,beschmutze,beschmutz,,beschmutzt,,haben,
1815,einweisen,weise ein,weist ein,weist ein,,,,wies ein,eingewiesen,wiese ein,weise ein,,,weist ein,,haben,
1816,zerfetzen,zerfetze,zerfetzt,zerfetzt,,,,zerfetzte,zerfetzt,zerfetzte,zerfetz,zerfetze,,zerfetzt,,haben,
1817,bewerten,bewerte,bewertest,bewertet,,,,bewertete,bewertet,bewertete,bewerte,,,bewertet,,haben,
1818,reinziehen,ziehe rein,ziehst rein,zieht rein,,,,zog rein,reingezogen,zöge rein,zieh rein,,,zieht rein,,haben,
1819,gittern,gitter,gitterst,gittert,,,,gitterte,gegittert,gitterte,gitter,gittere,,gittert,,haben,
1820,verspielen,verspiele,verspielst,verspielt,,,,verspielte,verspielt,verspielte,verspiel,verspiele,,verspielt,,haben,
1821,beschießen,beschieße,beschießt,beschießt,,,,beschoss,beschossen,beschösse,beschieß,beschieße,,beschießt,,haben,
1822,verweisen,verweise,verweist,verweist,,,,verwies,verwiesen,verwiese,verweise,,,verweist,verweiset,haben,
1823,vermehren,vermehre,vermehrst,vermehrt,,,,vermehrte,vermehrt,vermehrte,vermehre,,,vermehrt,,haben,
1824,nachholen,hole nach,holst nach,holt nach,,,,holte nach,nachgeholt,holte nach,hol nach,hole nach,,holt nach,,haben,
1825,geloben,gelobe,gelobst,gelobt,,,,gelobte,gelobt,gelobte,gelob,gelobe,,gelobt,,haben,
1826,veranlassen,veranlasse,veranlasst,veranlasst,,,,veranlasste,veranlasst,veranlasste,veranlass,veranlasse,,veranlasst,,haben,
1827,ätzen,ätze,ätzt,ätzt,,,,ätzte,geätzt,ätzte,ätze,ätz,,ätzt,,haben,
1828,verhexen,verhexe,verhext,verhext,,,,verhexte,verhext,verhexte,verhex,verhexe,,verhext,,haben,
1829,schaufeln,schaufele,schaufelst,schaufelt,,,,schaufelte,geschaufelt,schaufelte,schaufele,schaufle,,schaufelt,,haben,
1830,zerschmettern,zerschmettere,zerschmetterst,zerschmettert,,,,zerschmetterte,zerschmettert,zerschmetterte,zerschmettere,,,zerschmettert,,haben,
1831,bloßstellen,stelle bloß,stellst bloß,stellt bloß,,,,stellte bloß,bloßgestellt,stellte bloß,stell bloß,stelle bloß,,stellt bloß,,haben,
1832,einführen,führe ein,führst ein,führt ein,,,,führte ein,eingeführt,führte ein,führ ein,führe ein,,führt ein,,haben,
1833,erkunden,erkunde,erkundest,erkundet,,,,erkundete,erkundet,erkundete,erkund,erkunde,,erkundet,,haben,
1834,hochziehen,ziehe hoch,ziehst hoch,zieht hoch,,,,zog hoch,hochgezogen,zöge hoch,zieh hoch,ziehe hoch,,zieht hoch,,haben,
1835,wiedergutmachen,mache wieder gut,machst wieder gut,macht wieder gut,,,,machte wieder gut,wiedergutgemacht,machte wieder gut,mach wieder gut,mache wieder gut,,macht wieder gut,,haben,
1836,zertrümmern,zertrümmere,zertrümmerst,zertrümmert,,,,zertrümmerte,zertrümmert,zertrümmerte,zertrümmer,zertrümmere,,zertrümmert,,haben,
1837,unterstehen,unterstehe,unterstehst,untersteht,,,,unterstand,unterstanden,unterstünde,unterstehe,,,untersteht,,haben,
1838,blinzeln,blinzle,blinzelst,blinzelt,,,,blinzelte,geblinzelt,blinzelte,blinzle,blinzele,,blinzelt,,haben,
1839,erwägen,erwäge,erwägst,erwägt,,,,erwog,erwogen,erwöge,erwäg,erwäge,,erwägt,,haben,
1840,schikanieren,schikaniere,schikanierst,schikaniert,,,,schikanierte,schikaniert,schikanierte,schikanier,schikaniere,,schikaniert,,haben,
1841,praktizieren,praktiziere,praktizierst,praktiziert,,,,praktizierte,praktiziert,praktizierte,praktiziere,praktizier,,praktiziert,,haben,
1842,irritieren,irritiere,irritierst,irritiert,,,,irritierte,irritiert,irritierte,irritiere,irritier,,irritiert,,haben,
1843,aufschließen,schließe auf,schließt auf,schließt auf,,,,schloss auf,aufgeschlossen,schlösse auf,schließ auf,schließe auf,,schließt auf,,haben,
1844,neutralisieren,neutralisiere,neutralisierst,neutralisiert,,,,neutralisierte,neutralisiert,neutralisierte,neutralisier,neutralisiere,,neutralisiert,,haben,
1845,besiegeln,besiegele,besiegelst,besiegelt,,,,besiegelte,besiegelt,besiegelte,besiegele,,,besiegelt,,haben,
1846,doubeln,double,doubelst,doubelt,,,,doubelte,gedoubelt,doubelte,double,doubele,,doubelt,,haben,
1847,hervorrufen,rufe hervor,rufst hervor,ruft hervor,,,,rief hervor,hervorgerufen,riefe hervor,ruf hervor,rufe hervor,,ruft hervor,,haben,
1848,forschen,forsche,forschst,forscht,,,,forschte,geforscht,forschte,forsche,forsch,,forscht,,haben,
1849,erfrischen,erfrische,erfrischst,erfrischt,,,,erfrischte,erfrischt,erfrischte,erfrisch,erfrische,,erfrischt,,haben,
1850,ausweisen,weise aus,weist aus,weist aus,,,,wies aus,ausgewiesen,wiese aus,weis aus,weise aus,,weist aus,,haben,
1851,abwehren,wehre ab,wehrst ab,wehrt ab,,,,wehrte ab,abgewehrt,wehrte ab,wehr ab,wehre ab,,wehrt ab,,haben,
1852,austragen,trage aus,trägst aus,trägt aus,,,,trug aus,ausgetragen,trüge aus,trag aus,,,tragt aus,,haben,
1853,anfertigen,fertige an,fertigst an,fertigt an,,,,fertigte an,angefertigt,fertigte an,fertige an,,,fertigt an,,haben,
1854,verlesen,verlese,verliest,verliest,,,,verlas,verlesen,verläse,verlies,,,verlest,,haben,
1855,ersuchen,ersuche,ersuchst,ersucht,,,,ersuchte,ersucht,ersuchte,ersuch,ersuche,,ersucht,,haben,
1856,nicken,nicke,nickst,nickt,,,,nickte,genickt,nickte,nicke,,,nickt,,haben,
1857,verstümmeln,verstümmele,verstümmelst,verstümmelt,,,,verstümmelte,verstümmelt,verstümmelte,verstümmele,verstümmle,,verstümmelt,,haben,
1858,preisgeben,gebe preis,gibst preis,gibt preis,,,,gab preis,preisgegeben,gäbe preis,gib preis,,,gebt preis,,haben,
1859,aufholen,hole auf,holst auf,holt auf,,,,holte auf,aufgeholt,holte auf,hol auf,hole auf,,holt auf,,haben,
1860,wiederbeleben,belebe wieder,belebst wieder,belebt wieder,,,,belebte wieder,wiederbelebt,belebte wieder,beleb wieder,belebe wieder,,belebt wieder,,haben,
1861,schauspielern,schauspielere,schauspielerst,schauspielert,,,,schauspielerte,geschauspielert,schauspielerte,schauspieler,,,schauspielert,,haben,
1862,abwischen,wische ab,wischst ab,wischt ab,,,,wischte ab,abgewischt,wischte ab,wisch ab,wische ab,,wischt ab,,haben,
1863,unterwerfen,unterwerfe,unterwirfst,unterwirft,,,,unterwarf,unterworfen,unterwürfe,unterwirf,,,unterwerft,,haben,
1864,scheiben,scheibe,scheibst,scheibt,,,,scheibte,gescheibt,scheibte,scheib,scheibe,,scheibt,,haben,
1865,durchqueren,durchquere,durchquerst,durchquert,,,,durchquerte,durchquert,durchquerte,durchquer,durchquere,,durchquert,,haben,
1866,aushandeln,handele aus,handelst aus,handelt aus,,,,handelte aus,ausgehandelt,handelte aus,handel aus,handele aus,,handelt aus,,haben,
1867,anbeißen,beiße an,beißt an,beißt an,,,,biss an,angebissen,bisse an,beiß an,,,beißt an,,haben,
1868,abwaschen,wasche ab,wäschst ab,wäscht ab,,,,wusch ab,abgewaschen,wüsche ab,wasch ab,wasche ab,,wascht ab,,haben,
1869,joggen,jogge,joggst,joggt,,,,joggte,gejoggt,joggte,jogge,,,joggt,,haben,
1870,festnageln,nagele fest,nagelst fest,nagelt fest,,,,nagelte fest,festgenagelt,nagelte fest,nagele fest,nagle fest,,nagelt fest,,haben,
1871,rüberkommen,komme rüber,kommst rüber,kommt rüber,,,,kam rüber,rübergekommen,käme rüber,komme rüber,komm rüber,,kommt rüber,,sein,
1872,vertauschen,vertausche,vertauschst,vertauscht,,,,vertauschte,vertauscht,vertauschte,vertausch,vertausche,,vertauscht,,haben,
1873,zurückgewinnen,gewinne zurück,gewinnst zurück,gewinnt zurück,,,,gewann zurück,zurückgewonnen,gewönne zurück,gewinn zurück,gewinne zurück,,gewinnt zurück,,haben,
1874,verschlafen,verschlafe,verschläfst,verschläft,,,,verschlief,verschlafen,verschliefe,verschlafe,,,verschlaft,,haben,
1875,autorisieren,autorisiere,autorisierst,autorisiert,,,,autorisierte,autorisiert,autorisierte,autorisier,autorisiere,,autorisiert,,haben,
1876,betreuen,betreue,betreust,betreut,,,,betreute,betreut,betreute,betreue,,,betreut,,haben,
1877,vorbeifahren,fahre vorbei,fährst vorbei,fährt vorbei,,,,fuhr vorbei,vorbeigefahren,führe vorbei,fahr vorbei,fahre vorbei,,fahrt vorbei,,sein,
1878,abkühlen,kühle ab,kühlst ab,kühlt ab,,,,kühlte ab,abgekühlt,kühlte ab,kühle ab,,,kühlt ab,,haben,
1879,freisprechen,spreche frei,sprichst frei,spricht frei,,,,sprach frei,freigesprochen,spräche frei,sprich frei,,,sprecht frei,,haben,
1880,stillhalten,halte still,hältst still,hält still,,,,hielt still,stillgehalten,hielte still,halte still,,,haltet still,,haben,
1881,prägen,präge,prägst,prägt,,,,prägte,geprägt,prägte,präge,präg,,prägt,,haben,
1882,schrumpfen,schrumpfe,schrumpfst,schrumpft,,,,schrumpfte,geschrumpft,schrumpfte,schrumpf,schrumpfe,,schrumpft,,sein,
1883,entlarven,entlarve,entlarvst,entlarvt,,,,entlarvte,entlarvt,entlarvte,entlarv,entlarve,,entlarvt,,haben,
1884,maskieren,maskiere,maskierst,maskiert,,,,maskierte,maskiert,maskierte,maskier,maskiere,,maskiert,,haben,
1885,verpissen,verpisse,verpisst,verpisst,,,,verpisste,verpisst,verpisste,verpiss,,,verpisst,,haben,
1886,zugehen,gehe zu,gehst zu,geht zu,,,,ging zu,zugegangen,ginge zu,geh zu,gehe zu,,geht zu,,sein,
1887,weihen,weihe,weihst,weiht,,,,weihte,geweiht,weihte,weihe,,,weiht,,haben,
1888,surren,surre,surrst,surrt,,,,surrte,gesurrt,surrte,surr,surre,,surrt,,haben,
1889,beklauen,beklaue,beklaust,beklaut,,,,beklaute,beklaut,beklaute,beklau,beklaue,,beklaut,,haben,
1890,vorenthalten,enthalte vor,enthältst vor,enthält vor,,,,enthielt vor,vorenthalten,enthielte vor,enthalte vor,,,enthaltet vor,,haben,
1891,versperren,versperre,versperrst,versperrt,,,,versperrte,versperrt,versperrte,versperre,versperr,,versperrt,,haben,
1892,verschlagen,verschlage,verschlägst,verschlägt,,,,verschlug,verschlagen,verschlüge,verschlage,verschlag,,verschlagt,,haben,
1893,heimsuchen,suche heim,suchst heim,sucht heim,,,,suchte heim,heimgesucht,suchte heim,such heim,suche heim,,sucht heim,,haben,
1894,übereinstimmen,stimme überein,stimmst überein,stimmt überein,,,,stimmte überein,übereingestimmt,stimmte überein,stimm überein,stimme überein,,stimmt überein,,haben,
1895,fegen,fege,fegst,fegt,,,,fegte,gefegt,fegte,fege,,,fegt,,haben,
1896,krächzen,krächze,krächzt,krächzt,,,,krächzte,gekrächzt,krächzte,krächze,,,krächzt,,haben,
1897,stiften,stifte,stiftest,stiftet,,,,stiftete,gestiftet,stiftete,stifte,,,stiftet,,haben,
1898,scheppern,scheppere,schepperst,scheppert,,,,schepperte,gescheppert,schepperte,schepper,scheppere,,scheppert,,haben,
1899,vorfinden,finde vor,findest vor,findet vor,,,,fand vor,vorgefunden,fände vor,finde vor,,,findet vor,,haben,
1900,hämmern,hämmere,hämmerst,hämmert,,,,hämmerte,gehämmert,hämmerte,hämmere,,,hämmert,,haben,
1901,erblicken,erblicke,erblickst,erblickt,,,,erblickte,erblickt,erblickte,erblick,erblicke,,erblickt,,haben,
1902,schaukeln,schaukle,schaukelst,schaukelt,,,,schaukelte,geschaukelt,schaukelte,schaukle,schaukele,,schaukelt,,haben,
1903,aushändigen,händige aus,händigst aus,händigt aus,,,,händigte aus,ausgehändigt,händigte aus,händig aus,händige aus,,händigt aus,,haben,
1904,austrinken,trinke aus,trinkst aus,trinkt aus,,,,trank aus,ausgetrunken,tränke aus,trinke aus,trink aus,,trinkt aus,,haben,
1905,duften,dufte,duftest,duftet,,,,duftete,geduftet,duftete,duft,dufte,,duftet,,haben,
1906,standhalten,halte stand,hältst stand,hält stand,,,,hielt stand,standgehalten,hielte stand,halt stand,,,haltet stand,,haben,
1907,erlassen,erlasse,erlässt,erlässt,,,,erließ,erlassen,erließe,erlass,erlasse,,erlasst,,haben,
1908,aufmuntern,muntere auf,munterst auf,muntert auf,,,,munterte auf,aufgemuntert,munterte auf,munter auf,muntere auf,,muntert auf,,haben,
1909,aufkommen,komme auf,kommst auf,kommt auf,,,,kam auf,aufgekommen,käme auf,komm auf,,,kommt auf,,sein,
1910,raven,rave,ravst,ravt,,,,ravte,geravt,ravte,rave,,,ravt,,haben,
1911,anheben,hebe an,hebst an,hebt an,,,,hob an,angehoben,höbe an,heb an,hebe an,,hebt an,,haben,
1912,aufsehen,sehe auf,siehst auf,sieht auf,,,,sah auf,aufgesehen,sähe auf,sieh auf,siehe auf,,seht auf,,haben,
1913,vereinbaren,vereinbare,vereinbarst,vereinbart,,,,vereinbarte,vereinbart,vereinbarte,vereinbar,vereinbare,,vereinbart,,haben,
